CSD,Period,"Apartment, less than 5 stories (Count)","Apartment, 5 or more stories (Count)","Apartment, duplex (Count)",Movable dwelling (Count),Other attached dwelling (Count),Row house (Count),Semi-detached house (Count),Single-detached house (Count),Key
High Prairie,2011,150,0,0,85,5,10,70,655,High Prairie2011
High Prairie,2016,140,5,5,55,5,20,60,655,High Prairie2016
High Prairie,2021,110,0,35,105,225,35,45,635,High Prairie2021
High River,2001,345,0,65,220,15,300,545,2055,High River2001
High River,2006,460,0,45,120,10,390,780,2375,High River2006
High River,2011,500,0,50,305,5,710,940,2760,High River2011
High River,2016,590,0,55,255,5,730,990,2745,High River2016
High River,2021,725,0,100,255,2615,735,1050,2915,High River2021
Hill Spring,2011,0,0,0,25,0,0,0,55,Hill Spring2011
Hill Spring,2016,0,0,0,5,0,0,0,70,Hill Spring2016
Hill Spring,2021,0,0,0,0,0,0,0,60,Hill Spring2021
Hines Creek,2001,5,0,0,25,0,5,0,130,Hines Creek2001
Hines Creek,2006,0,0,0,70,0,0,0,95,Hines Creek2006
Hines Creek,2011,10,0,0,20,0,0,0,110,Hines Creek2011
Hines Creek,2016,5,0,0,25,5,5,0,110,Hines Creek2016
Hines Creek,2021,15,0,0,20,20,0,0,95,Hines Creek2021
Hinton,2001,370,5,30,280,10,285,135,2260,Hinton2001
Hinton,2006,390,0,55,880,0,350,195,1800,Hinton2006
Hinton,2011,425,0,50,915,0,340,190,1860,Hinton2011
Hinton,2016,505,0,30,590,5,355,220,2215,Hinton2016
Hinton,2021,565,0,40,565,1215,390,215,2225,Hinton2021
Holden,2001,5,0,0,0,0,0,0,170,Holden2001
Holden,2006,0,0,0,10,0,10,0,155,Holden2006
Holden,2011,0,0,0,5,10,5,0,165,Holden2011
Holden,2016,0,0,0,0,0,0,0,145,Holden2016
Holden,2021,0,0,0,0,0,0,0,165,Holden2021
Horse Lakes 152B,2001,0,0,5,5,0,0,0,75,Horse Lakes 152B2001
Horse Lakes 152B,2006,0,0,0,0,0,70,0,0,Horse Lakes 152B2006
Horse Lakes 152B,2011,0,0,0,5,0,5,0,90,Horse Lakes 152B2011
Horse Lakes 152B,2016,0,0,0,10,0,5,5,90,Horse Lakes 152B2016
Horse Lakes 152B,2021,0,0,0,10,10,10,0,95,Horse Lakes 152B2021
Horseshoe Bay,2001,0,0,0,0,0,0,0,20,Horseshoe Bay2001
Horseshoe Bay,2006,0,0,0,0,0,0,0,55,Horseshoe Bay2006
Horseshoe Bay,2016,0,0,0,0,0,0,0,25,Horseshoe Bay2016
Horseshoe Bay,2021,0,0,0,10,0,0,0,10,Horseshoe Bay2021
Hughenden,2001,0,0,0,5,0,5,0,95,Hughenden2001
Hughenden,2006,0,0,0,0,0,0,0,85,Hughenden2006
Hughenden,2011,0,0,0,15,0,5,0,70,Hughenden2011
Hughenden,2016,0,0,0,15,0,5,0,85,Hughenden2016
Hughenden,2021,0,0,0,15,0,0,0,80,Hughenden2021
Hussar,2001,0,0,0,10,0,0,5,55,Hussar2001
Hussar,2006,0,0,0,0,0,0,10,70,Hussar2006
Hussar,2011,0,0,0,0,0,0,5,70,Hussar2011
Hussar,2016,0,0,0,15,0,0,0,60,Hussar2016
Hussar,2021,0,0,0,10,0,0,0,65,Hussar2021
Hythe,2001,5,0,0,25,25,5,0,195,Hythe2001
Hythe,2006,0,0,0,0,0,60,0,210,Hythe2006
Hythe,2011,10,0,5,25,0,45,0,215,Hythe2011
Hythe,2016,10,0,10,40,0,45,0,190,Hythe2016
Hythe,2021,15,0,0,20,65,45,0,190,Hythe2021
Improvement District No.  4 Waterton,2001,0,0,0,0,10,5,0,45,Improvement District No.  4 Waterton2001
Improvement District No.  4 Waterton,2006,0,0,0,0,20,0,10,35,Improvement District No.  4 Waterton2006
Improvement District No.  4 Waterton,2011,5,0,0,0,0,0,5,25,Improvement District No.  4 Waterton2011
Improvement District No.  4 Waterton,2016,0,0,0,0,5,0,0,35,Improvement District No.  4 Waterton2016
Improvement District No.  4 Waterton,2021,20,0,0,0,20,0,0,35,Improvement District No.  4 Waterton2021
Improvement District No.  9 Banff,2001,115,0,5,15,0,80,40,20,Improvement District No.  9 Banff2001
Improvement District No.  9 Banff,2006,55,0,10,0,0,95,30,10,Improvement District No.  9 Banff2006
Improvement District No.  9 Banff,2011,40,0,0,0,0,25,15,10,Improvement District No.  9 Banff2011
Improvement District No.  9 Banff,2021,10,0,0,0,110,75,35,20,Improvement District No.  9 Banff2021
Improvement District No. 12 Jasper Park,2001,0,0,0,0,0,0,0,10,Improvement District No. 12 Jasper Park2001
Improvement District No. 12 Jasper Park,2021,0,0,0,0,0,0,0,0,Improvement District No. 12 Jasper Park2021
Improvement District No. 13 Elk Island,2021,0,0,0,0,0,0,0,0,Improvement District No. 13 Elk Island2021
Improvement District No. 24 Wood Buffalo,2001,0,0,0,15,0,10,5,45,Improvement District No. 24 Wood Buffalo2001
Improvement District No. 24 Wood Buffalo,2016,10,0,0,30,0,5,5,65,Improvement District No. 24 Wood Buffalo2016
Improvement District No. 24 Wood Buffalo,2021,0,0,0,30,10,0,0,75,Improvement District No. 24 Wood Buffalo2021
Improvement District No. 25 Willmore Wilderness,2021,0,0,0,0,0,0,0,0,Improvement District No. 25 Willmore Wilderness2021
Improvement District No. 349,2021,0,0,0,0,0,0,0,0,Improvement District No. 3492021
Innisfail,2001,455,10,5,155,15,85,245,1670,Innisfail2001
Innisfail,2006,510,0,10,145,10,80,285,1835,Innisfail2006
Innisfail,2011,355,0,30,165,5,230,315,2030,Innisfail2011
Innisfail,2016,385,0,45,155,0,270,270,2035,Innisfail2016
Innisfail,2021,525,0,50,170,1115,255,285,2065,Innisfail2021
Innisfree,2001,0,0,0,5,0,5,0,100,Innisfree2001
Innisfree,2006,0,0,0,10,0,10,0,105,Innisfree2006
Innisfree,2011,5,0,0,5,0,5,0,90,Innisfree2011
Innisfree,2016,0,0,0,5,5,10,0,80,Innisfree2016
Innisfree,2021,0,0,0,0,0,0,0,80,Innisfree2021
Irma,2001,10,0,0,0,0,5,0,170,Irma2001
Irma,2006,15,0,0,30,0,10,0,140,Irma2006
Irma,2011,10,0,0,25,0,0,0,165,Irma2011
Irma,2016,10,0,0,15,5,5,0,185,Irma2016
Irma,2021,0,0,0,25,10,10,0,175,Irma2021
Irricana,2001,0,0,0,20,5,5,15,320,Irricana2001
Irricana,2011,0,0,0,55,0,15,40,330,Irricana2011
Irricana,2016,5,0,5,40,5,30,35,360,Irricana2016
Irricana,2021,0,0,0,30,70,20,45,365,Irricana2021
Island Lake,2001,0,0,0,0,0,0,0,75,Island Lake2001
Island Lake,2011,0,0,0,5,0,0,0,95,Island Lake2011
Island Lake,2016,0,0,0,5,0,0,0,90,Island Lake2016
Island Lake,2021,0,0,0,0,0,0,0,80,Island Lake2021
Island Lake South,2001,0,0,0,0,0,0,0,30,Island Lake South2001
Island Lake South,2011,0,0,0,0,0,0,0,30,Island Lake South2011
Island Lake South,2016,0,0,0,5,0,0,0,25,Island Lake South2016
Island Lake South,2021,0,0,0,0,0,0,0,50,Island Lake South2021
Itaska Beach,2021,0,0,0,0,0,0,0,0,Itaska Beach2021
Janvier 194,2001,0,0,0,5,0,0,0,75,Janvier 1942001
Janvier 194,2006,0,0,0,15,0,0,0,80,Janvier 1942006
Janvier 194,2011,0,0,0,15,0,0,0,75,Janvier 1942011
Janvier 194,2016,0,0,0,0,0,5,0,120,Janvier 1942016
Janvier 194,2021,0,0,0,20,0,0,0,105,Janvier 1942021
Jarvis Bay,2001,0,0,0,0,0,0,0,50,Jarvis Bay2001
Jarvis Bay,2006,0,0,0,0,0,0,0,75,Jarvis Bay2006
Jarvis Bay,2011,0,0,0,0,0,0,0,75,Jarvis Bay2011
Jarvis Bay,2016,0,0,0,0,0,0,0,90,Jarvis Bay2016
Jarvis Bay,2021,0,0,0,0,0,0,0,85,Jarvis Bay2021
Jasper,2001,535,5,175,0,0,255,55,600,Jasper2001
Jasper,2006,620,0,175,55,20,235,15,475,Jasper2006
Jasper,2011,455,5,45,0,0,240,145,505,Jasper2011
Jasper,2016,405,0,115,0,0,270,120,660,Jasper2016
Jasper,2021,515,0,75,70,1040,340,120,555,Jasper2021
Jean Baptiste Gambler 183,2006,0,0,0,25,0,0,0,25,Jean Baptiste Gambler 1832006
Jean Baptiste Gambler 183,2011,0,0,0,35,0,0,0,25,Jean Baptiste Gambler 1832011
Jean Baptiste Gambler 183,2016,0,0,0,30,0,0,0,40,Jean Baptiste Gambler 1832016
Jean Baptiste Gambler 183,2021,0,0,0,20,0,0,0,35,Jean Baptiste Gambler 1832021
John d'Or Prairie 215,2001,0,0,0,30,0,0,5,135,John d'Or Prairie 2152001
John d'Or Prairie 215,2006,0,0,0,45,0,0,10,140,John d'Or Prairie 2152006
John d'Or Prairie 215,2011,0,0,5,45,0,5,5,140,John d'Or Prairie 2152011
John d'Or Prairie 215,2016,0,0,0,65,0,10,0,150,John d'Or Prairie 2152016
John d'Or Prairie 215,2021,0,0,0,100,10,10,0,135,John d'Or Prairie 2152021
Kananaskis,2001,5,0,5,35,5,10,5,60,Kananaskis2001
Kananaskis,2006,0,0,0,30,0,30,10,45,Kananaskis2006
Kananaskis,2011,0,0,0,5,0,0,0,20,Kananaskis2011
Kananaskis,2016,0,0,0,25,0,0,5,25,Kananaskis2016
Kananaskis,2021,0,0,0,15,0,0,0,35,Kananaskis2021
Kapasiwin,2021,0,0,0,0,0,0,0,0,Kapasiwin2021
Kapawe'no First Nation (Freeman 150B),2016,0,0,0,20,0,10,0,20,Kapawe'no First Nation (Freeman 150B)2016
Kapawe'no First Nation (Freeman 150B),2021,0,0,0,10,0,0,0,10,Kapawe'no First Nation (Freeman 150B)2021
Kapawe'no First Nation (Pakashan 150D),2011,0,0,0,15,0,0,0,20,Kapawe'no First Nation (Pakashan 150D)2011
Kapawe'no First Nation (Pakashan 150D),2021,0,0,0,0,0,0,0,0,Kapawe'no First Nation (Pakashan 150D)2021
Kehewin 123,2006,0,0,0,25,0,0,0,195,Kehewin 1232006
Kehewin 123,2011,0,0,0,45,0,0,0,195,Kehewin 1232011
Kehewin 123,2016,0,0,0,40,0,0,0,195,Kehewin 1232016
Kehewin 123,2021,0,0,0,40,10,0,10,210,Kehewin 1232021
Killam,2001,30,0,0,25,10,0,5,335,Killam2001
Killam,2006,50,0,0,10,0,0,0,355,Killam2006
Killam,2011,20,0,5,20,0,20,10,335,Killam2011
Killam,2016,15,0,0,20,5,5,5,335,Killam2016
Killam,2021,20,0,0,20,35,15,0,350,Killam2021
Kitscoty,2001,5,0,0,25,0,10,5,200,Kitscoty2001
Kitscoty,2006,10,0,0,20,0,10,0,215,Kitscoty2006
Kitscoty,2011,0,0,5,5,0,5,5,280,Kitscoty2011
Kitscoty,2016,0,0,0,25,0,0,5,290,Kitscoty2016
Kitscoty,2021,0,0,0,10,0,0,0,295,Kitscoty2021
Kneehill County,2001,25,0,0,215,10,0,0,1460,Kneehill County2001
Kneehill County,2006,10,0,10,220,15,0,0,1475,Kneehill County2006
Kneehill County,2011,5,0,0,185,5,15,5,1465,Kneehill County2011
Kneehill County,2016,5,0,0,220,0,0,10,1485,Kneehill County2016
Kneehill County,2021,0,0,20,160,85,0,60,1505,Kneehill County2021
Lac Ste. Anne County,2001,0,0,0,605,5,50,5,2630,Lac Ste. Anne County2001
Lac Ste. Anne County,2006,40,0,15,545,0,0,20,3040,Lac Ste. Anne County2006
Lac Ste. Anne County,2011,15,0,0,700,5,35,5,3330,Lac Ste. Anne County2011
Lac Ste. Anne County,2016,15,0,5,800,5,0,5,3505,Lac Ste. Anne County2016
Lac Ste. Anne County,2021,0,0,0,680,40,20,15,3650,Lac Ste. Anne County2021
Lac la Biche County,2001,245,0,15,55,5,60,35,570,Lac la Biche County2001
Lac la Biche County,2006,265,0,20,105,0,35,30,555,Lac la Biche County2006
Lac la Biche County,2011,260,0,30,445,0,60,15,2180,Lac la Biche County2011
Lac la Biche County,2016,215,25,10,425,5,55,40,2300,Lac la Biche County2016
Lac la Biche County,2021,170,0,15,350,280,60,35,2315,Lac la Biche County2021
Lacombe,2001,535,0,35,165,40,105,265,2315,Lacombe2001
Lacombe,2006,545,0,105,130,25,95,335,2670,Lacombe2006
Lacombe,2011,555,0,90,195,10,135,370,3055,Lacombe2011
Lacombe,2016,555,0,110,280,15,175,425,3235,Lacombe2016
Lacombe,2021,695,0,120,375,1530,245,455,3285,Lacombe2021
Lacombe County,2001,5,0,0,420,50,5,5,2900,Lacombe County2001
Lacombe County,2006,15,0,10,435,15,0,30,3145,Lacombe County2006
Lacombe County,2011,20,0,0,490,5,0,5,3185,Lacombe County2011
Lacombe County,2016,15,0,10,445,15,0,25,3385,Lacombe County2016
Lacombe County,2021,65,0,20,425,125,0,10,3420,Lacombe County2021
Lakeview,2021,0,0,0,0,0,0,0,0,Lakeview2021
Lamont,2001,40,0,0,10,0,25,5,555,Lamont2001
Lamont,2006,30,0,0,20,0,0,0,545,Lamont2006
Lamont,2011,15,0,0,15,5,5,10,595,Lamont2011
Lamont,2016,35,0,0,15,5,15,20,575,Lamont2016
Lamont,2021,65,0,10,20,170,10,20,495,Lamont2021
Lamont County,2001,0,0,0,90,0,5,5,1440,Lamont County2001
Lamont County,2006,0,0,0,175,0,0,10,1330,Lamont County2006
Lamont County,2011,0,0,0,135,5,0,0,1445,Lamont County2011
Lamont County,2016,0,0,0,145,0,0,5,1440,Lamont County2016
Lamont County,2021,0,0,0,130,0,0,0,1400,Lamont County2021
Larkspur,2016,0,0,0,0,0,0,0,25,Larkspur2016
Larkspur,2021,0,0,0,0,0,0,0,25,Larkspur2021
Leduc,2001,670,75,20,155,10,275,205,3950,Leduc2001
Leduc,2006,1150,180,65,140,10,340,275,4370,Leduc2006
Leduc,2011,1360,205,80,365,10,650,535,6085,Leduc2011
Leduc,2016,1390,390,145,345,10,990,810,7235,Leduc2016
Leduc,2021,1590,420,145,360,3990,1120,1125,8190,Leduc2021
Leduc County,2001,10,0,10,495,5,5,5,3785,Leduc County2001
Leduc County,2006,10,0,0,280,20,45,0,4220,Leduc County2006
Leduc County,2011,0,0,15,500,15,5,10,4420,Leduc County2011
Leduc County,2016,0,0,5,530,10,0,5,4550,Leduc County2016
Leduc County,2021,0,0,0,430,30,15,15,4845,Leduc County2021
Legal,2001,15,0,0,0,0,0,0,350,Legal2001
Legal,2006,10,0,0,0,0,15,10,385,Legal2006
Legal,2011,10,0,0,0,0,30,10,395,Legal2011
Legal,2016,10,0,5,0,0,20,5,405,Legal2016
Legal,2021,45,0,10,0,75,20,10,375,Legal2021
Lesser Slave River No.124,2001,0,0,0,105,0,5,5,890,Lesser Slave River No.1242001
Lesser Slave River No.124,2006,0,0,0,205,0,0,0,805,Lesser Slave River No.1242006
Lesser Slave River No.124,2011,5,0,0,265,5,5,5,830,Lesser Slave River No.1242011
Lesser Slave River No.124,2016,5,0,5,185,5,0,0,890,Lesser Slave River No.1242016
Lesser Slave River No.124,2021,0,0,0,245,15,0,0,910,Lesser Slave River No.1242021
Lethbridge,2001,3150,730,1250,645,35,1745,1495,18080,Lethbridge2001
Lethbridge,2006,4625,685,1945,675,15,1560,1765,19425,Lethbridge2006
Lethbridge,2011,4850,725,1970,775,20,1610,2035,22160,Lethbridge2011
Lethbridge,2016,5140,760,2810,770,10,2080,2280,23715,Lethbridge2016
Lethbridge,2021,5425,820,3080,765,13450,2405,2545,25180,Lethbridge2021
Lethbridge County,2001,5,0,0,155,5,10,15,2610,Lethbridge County2001
Lethbridge County,2006,0,0,15,145,0,30,35,2655,Lethbridge County2006
Lethbridge County,2011,0,0,10,145,0,20,35,2650,Lethbridge County2011
Lethbridge County,2016,5,0,15,115,5,15,35,2785,Lethbridge County2016
Lethbridge County,2021,0,0,0,80,80,35,45,2730,Lethbridge County2021
Linden,2001,40,0,0,55,5,10,5,160,Linden2001
Linden,2006,50,0,0,85,0,10,0,170,Linden2006
Linden,2011,20,0,0,60,0,15,10,190,Linden2011
Linden,2016,10,0,10,40,0,30,10,205,Linden2016
Linden,2021,25,0,0,25,60,20,20,215,Linden2021
Little Buffalo,2016,0,0,0,70,0,0,0,35,Little Buffalo2016
Little Buffalo,2021,0,0,0,70,15,15,0,30,Little Buffalo2021
Lloydminster (Part),2001,1195,40,45,170,5,260,205,3045,Lloydminster (Part)2001
Lloydminster (Part),2006,1400,45,85,215,10,240,250,3840,Lloydminster (Part)2006
Lloydminster (Part),2011,1515,50,65,210,5,275,220,4590,Lloydminster (Part)2011
Lloydminster (Part),2016,1455,35,100,215,5,315,225,5100,Lloydminster (Part)2016
Lloydminster (Part),2021,1570,50,25,225,2140,315,230,5220,Lloydminster (Part)2021
Lomond,2001,0,0,0,10,0,5,5,60,Lomond2001
Lomond,2006,0,0,0,0,0,0,0,65,Lomond2006
Lomond,2011,0,0,0,0,0,0,5,75,Lomond2011
Lomond,2016,0,0,0,0,0,5,5,65,Lomond2016
Lomond,2021,0,0,0,20,10,0,10,50,Lomond2021
Longview,2001,5,0,0,0,0,0,0,110,Longview2001
Longview,2006,0,0,0,15,0,0,0,115,Longview2006
Longview,2011,5,0,0,30,0,0,0,105,Longview2011
Longview,2016,0,0,0,30,5,0,5,105,Longview2016
Longview,2021,0,0,0,20,0,0,0,115,Longview2021
Loon Lake 235,2006,0,0,0,25,0,0,0,80,Loon Lake 2352006
Loon Lake 235,2011,0,0,0,35,0,0,0,90,Loon Lake 2352011
Loon Lake 235,2016,0,0,0,65,0,10,0,75,Loon Lake 2352016
Loon Lake 235,2021,0,0,0,35,10,10,0,80,Loon Lake 2352021
Lougheed,2001,0,0,0,0,0,5,0,90,Lougheed2001
Lougheed,2006,10,0,0,20,0,0,0,70,Lougheed2006
Lougheed,2011,0,0,0,25,5,5,5,70,Lougheed2011
Lougheed,2016,5,0,0,25,5,0,5,70,Lougheed2016
Lougheed,2021,0,0,0,25,10,0,0,70,Lougheed2021
Louis Bull 138B,2001,0,0,0,0,0,0,0,195,Louis Bull 138B2001
Louis Bull 138B,2006,0,0,0,0,0,0,0,235,Louis Bull 138B2006
Louis Bull 138B,2011,0,0,0,0,0,0,0,235,Louis Bull 138B2011
Louis Bull 138B,2016,0,0,0,0,0,0,0,230,Louis Bull 138B2016
Louis Bull 138B,2021,0,0,0,0,10,10,0,240,Louis Bull 138B2021
Ma-Me-O Beach,2001,0,0,0,0,0,0,0,40,Ma-Me-O Beach2001
Ma-Me-O Beach,2006,0,0,0,0,0,0,0,85,Ma-Me-O Beach2006
Ma-Me-O Beach,2011,0,0,0,0,0,0,0,65,Ma-Me-O Beach2011
Ma-Me-O Beach,2016,0,0,0,0,0,0,0,65,Ma-Me-O Beach2016
Ma-Me-O Beach,2021,0,0,0,0,0,0,0,65,Ma-Me-O Beach2021
Mackenzie County,2001,30,0,0,585,5,15,50,1610,Mackenzie County2001
Mackenzie County,2006,55,0,0,380,0,35,45,2175,Mackenzie County2006
Mackenzie County,2011,35,0,5,440,5,95,40,2280,Mackenzie County2011
Mackenzie County,2016,65,0,5,715,5,110,45,2145,Mackenzie County2016
Mackenzie County,2021,30,0,0,525,300,210,45,2690,Mackenzie County2021
Magrath,2001,15,0,10,30,5,10,5,545,Magrath2001
Magrath,2006,15,0,10,15,10,0,0,600,Magrath2006
Magrath,2011,15,0,10,25,5,0,5,620,Magrath2011
Magrath,2016,20,0,0,30,0,0,25,675,Magrath2016
Magrath,2021,15,0,20,25,65,25,10,725,Magrath2021
Makaoo (Part) 120,2001,0,0,0,0,0,0,0,45,Makaoo (Part) 1202001
Makaoo (Part) 120,2011,0,0,0,0,0,0,0,45,Makaoo (Part) 1202011
Makaoo (Part) 120,2016,0,0,0,0,0,0,0,45,Makaoo (Part) 1202016
Makaoo (Part) 120,2021,0,0,0,0,0,0,0,50,Makaoo (Part) 1202021
Manning,2001,35,0,10,90,5,5,10,335,Manning2001
Manning,2006,0,0,0,110,10,0,0,440,Manning2006
Manning,2011,5,0,5,0,0,10,25,415,Manning2011
Manning,2016,25,0,5,65,5,15,25,350,Manning2016
Manning,2021,20,0,0,25,70,10,35,390,Manning2021
Mannville,2001,0,0,0,20,0,30,5,280,Mannville2001
Mannville,2006,0,0,0,30,0,35,0,290,Mannville2006
Mannville,2011,15,0,0,30,0,15,5,295,Mannville2011
Mannville,2016,10,0,0,0,0,0,0,330,Mannville2016
Mannville,2021,0,0,0,30,30,30,0,305,Mannville2021
Marwayne,2001,0,0,0,10,0,10,0,180,Marwayne2001
Marwayne,2006,20,0,0,30,0,0,20,145,Marwayne2006
Marwayne,2011,0,0,0,30,0,10,0,185,Marwayne2011
Marwayne,2016,0,0,0,0,5,5,5,215,Marwayne2016
Marwayne,2021,0,0,0,0,0,0,0,240,Marwayne2021
Mayerthorpe,2001,15,0,0,125,5,10,15,385,Mayerthorpe2001
Mayerthorpe,2006,75,0,0,165,0,0,15,335,Mayerthorpe2006
Mayerthorpe,2011,25,0,25,35,5,0,5,500,Mayerthorpe2011
Mayerthorpe,2016,30,0,10,115,15,0,10,360,Mayerthorpe2016
Mayerthorpe,2021,20,0,0,110,45,0,15,360,Mayerthorpe2021
McLennan,2001,15,0,0,5,0,15,0,265,McLennan2001
McLennan,2006,10,0,0,0,0,10,10,265,McLennan2006
McLennan,2011,40,0,0,35,0,0,5,210,McLennan2011
McLennan,2016,5,0,5,30,0,15,5,205,McLennan2016
McLennan,2021,15,0,0,10,25,0,0,205,McLennan2021
Medicine Hat,2001,3400,165,465,250,15,1150,865,14445,Medicine Hat2001
Medicine Hat,2006,4295,155,515,785,20,1510,1130,15205,Medicine Hat2006
Medicine Hat,2011,4705,205,480,775,20,1580,1370,16305,Medicine Hat2011
Medicine Hat,2016,4765,210,520,795,25,1725,1505,17105,Medicine Hat2016
Medicine Hat,2021,5095,235,485,855,8875,1740,1525,17250,Medicine Hat2021
Mewatha Beach,2001,0,0,0,0,0,0,0,40,Mewatha Beach2001
Mewatha Beach,2006,0,0,0,0,0,0,0,75,Mewatha Beach2006
Mewatha Beach,2011,0,0,0,5,0,0,0,35,Mewatha Beach2011
Mewatha Beach,2016,0,0,0,5,0,0,0,45,Mewatha Beach2016
Mewatha Beach,2021,0,0,0,0,0,0,0,60,Mewatha Beach2021
Milk River,2001,10,0,0,30,5,15,0,295,Milk River2001
Milk River,2006,40,0,0,20,10,10,0,305,Milk River2006
Milk River,2011,0,0,5,30,0,20,10,300,Milk River2011
Milk River,2016,10,0,0,20,0,20,5,320,Milk River2016
Milk River,2021,10,0,0,40,55,30,10,300,Milk River2021
Millet,2001,20,0,0,40,0,10,5,630,Millet2001
Millet,2006,25,0,0,155,0,10,10,590,Millet2006
Millet,2011,35,0,0,195,0,25,5,580,Millet2011
Millet,2016,15,0,5,190,0,40,5,570,Millet2016
Millet,2021,20,0,0,165,55,30,0,580,Millet2021
Milo,2001,0,0,0,10,5,0,0,45,Milo2001
Milo,2006,0,0,0,0,0,0,0,50,Milo2006
Milo,2011,0,0,0,0,0,0,0,60,Milo2011
Milo,2016,0,0,0,5,0,0,0,40,Milo2016
Milo,2021,0,0,0,10,0,0,0,40,Milo2021
Minburn County No. 27,2001,0,0,0,105,0,5,0,1115,Minburn County No. 272001
Minburn County No. 27,2006,0,0,0,125,0,0,0,1060,Minburn County No. 272006
Minburn County No. 27,2011,0,0,0,120,0,0,0,1085,Minburn County No. 272011
Minburn County No. 27,2016,5,0,0,115,0,0,0,1065,Minburn County No. 272016
Minburn County No. 27,2021,0,0,0,110,15,0,10,1010,Minburn County No. 272021
Montana 139,2001,0,0,0,0,0,0,0,145,Montana 1392001
Montana 139,2006,0,0,0,0,0,0,0,145,Montana 1392006
Montana 139,2011,0,0,0,0,0,0,5,150,Montana 1392011
Montana 139,2016,0,0,0,0,0,0,0,140,Montana 1392016
Montana 139,2021,0,0,0,0,0,0,0,145,Montana 1392021
Morinville,2001,120,0,0,70,0,90,90,1645,Morinville2001
Morinville,2006,115,0,10,70,0,165,100,1830,Morinville2006
Morinville,2011,200,45,5,75,0,260,165,2330,Morinville2011
Morinville,2016,185,35,55,115,0,355,155,2585,Morinville2016
Morinville,2021,145,140,55,85,785,405,180,2760,Morinville2021
Morrin,2001,5,0,0,15,0,0,0,85,Morrin2001
Morrin,2006,0,0,0,15,0,15,0,75,Morrin2006
Morrin,2011,0,0,0,0,0,5,0,100,Morrin2011
Morrin,2016,5,0,5,20,0,0,0,85,Morrin2016
Morrin,2021,0,0,0,20,0,0,0,70,Morrin2021
Mountain View County,2001,5,0,5,740,15,0,5,3580,Mountain View County2001
Mountain View County,2006,0,0,20,355,10,0,0,4270,Mountain View County2006
Mountain View County,2011,0,0,10,585,15,0,30,4085,Mountain View County2011
Mountain View County,2016,5,0,0,790,25,0,5,4195,Mountain View County2016
Mountain View County,2021,0,0,0,510,20,0,0,4475,Mountain View County2021
Mundare,2001,15,0,0,0,0,10,0,255,Mundare2001
Mundare,2006,10,0,0,0,0,0,10,285,Mundare2006
Mundare,2011,0,0,0,5,5,10,5,320,Mundare2011
Mundare,2016,0,0,5,5,5,15,5,325,Mundare2016
Mundare,2021,0,0,0,0,10,0,10,285,Mundare2021
Munson,2001,0,0,0,25,0,0,0,50,Munson2001
Munson,2006,10,0,0,20,0,0,0,55,Munson2006
Munson,2011,0,0,0,15,0,0,0,60,Munson2011
Munson,2016,0,0,0,5,0,0,0,80,Munson2016
Munson,2021,0,0,0,25,0,0,0,60,Munson2021
Myrnam,2001,0,0,0,0,0,0,0,145,Myrnam2001
Myrnam,2006,0,0,0,0,0,0,0,160,Myrnam2006
Myrnam,2011,0,0,0,0,0,0,0,145,Myrnam2011
Myrnam,2016,0,0,0,0,0,5,0,140,Myrnam2016
Myrnam,2021,0,0,0,0,0,0,0,110,Myrnam2021
Nakamun Park,2016,0,0,0,0,0,0,0,45,Nakamun Park2016
Nakamun Park,2021,0,0,0,0,0,0,0,0,Nakamun Park2021
Nampa,2001,5,0,0,50,0,10,0,90,Nampa2001
Nampa,2006,10,0,0,55,0,15,0,75,Nampa2006
Nampa,2011,0,0,5,25,0,10,0,125,Nampa2011
Nampa,2016,10,0,0,60,0,0,0,90,Nampa2016
Nampa,2021,0,0,0,65,25,25,0,100,Nampa2021
Nanton,2001,30,0,5,5,0,45,20,675,Nanton2001
Nanton,2006,40,0,0,0,0,25,30,740,Nanton2006
Nanton,2011,45,0,0,30,0,40,20,770,Nanton2011
Nanton,2016,40,0,0,20,5,35,40,790,Nanton2016
Nanton,2021,40,0,15,40,145,25,55,765,Nanton2021
Newell County,2001,5,0,5,355,5,0,5,1840,Newell County2001
Newell County,2006,0,0,0,335,10,0,0,1830,Newell County2006
Newell County,2011,0,0,0,260,0,0,0,1955,Newell County2011
Newell County,2016,5,0,0,380,0,0,10,2015,Newell County2016
Newell County,2021,0,0,0,380,10,0,0,2015,Newell County2021
Nobleford,2001,0,0,0,5,5,0,10,200,Nobleford2001
Nobleford,2006,0,0,0,0,0,0,10,215,Nobleford2006
Nobleford,2011,5,0,5,0,0,25,10,285,Nobleford2011
Nobleford,2016,0,0,5,0,5,30,5,365,Nobleford2016
Nobleford,2021,15,0,0,0,35,10,10,410,Nobleford2021
Norglenwold,2001,0,0,0,0,0,0,0,100,Norglenwold2001
Norglenwold,2006,0,0,0,0,0,0,0,110,Norglenwold2006
Norglenwold,2011,0,0,0,0,0,0,0,95,Norglenwold2011
Norglenwold,2016,0,0,0,0,0,0,0,110,Norglenwold2016
Norglenwold,2021,0,0,0,0,0,0,0,130,Norglenwold2021
Norris Beach,2011,0,0,0,0,0,0,0,20,Norris Beach2011
Norris Beach,2021,0,0,0,0,20,0,20,35,Norris Beach2021
Northern Lights County,2001,0,0,0,175,0,0,0,1290,Northern Lights County2001
